STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,MEASURE,UNIT_MEASURE,SEX,AGE,TIME_HORIZ,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1954,10615385.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1955,10750840.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1956,10889358.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1957,11026384.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1958,11186878.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1959,11347635.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1960,11486630.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1961,11638709.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1962,11805690.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1963,11965967.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1964,12127116.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1965,12294732.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1966,12456254.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1967,12598202.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1968,12729717.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1969,12877984.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1970,13038523.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1971,13194497.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1972,13328595.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1973,13439325.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1974,13545054.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1975,13666329.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1976,13774037.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1977,13856188.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1978,13941702.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1979,14038270.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1980,14149799.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1981,14247217.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1982,14312689.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1983,14367066.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1984,14424211.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1985,14491629.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1986,14572280.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1987,14665037.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1988,14760092.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1989,14848906.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1990,14951510.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1991,15069799.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1992,15184163.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1993,15290368.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1994,15382834.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1995,15459004.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1996,15530500.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1997,15610650.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1998,15707205.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,1999,15812085.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2000,15925505.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2001,16046182.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2002,16148921.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2003,16225303.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2004,16281777.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2005,16319871.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2006,16346096.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2007,16381696.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2008,16445590.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2009,16530387.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2010,16615390.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2011,16693074.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2012,16754963.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2013,16804430.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2014,16865008.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2015,16939925.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2016,17030314.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2017,17131295.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2018,17231622.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2019,17344876.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2020,17441500.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,NLD,POP,PS,_T,_T,H,2021,17533048.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1950,4692704.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1951,4748057.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1952,4811514.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1953,4875565.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1954,4938609.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1955,5001962.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1956,5065497.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1957,5130046.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1958,5196395.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1959,5262793.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1960,5327872.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1961,5434294.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1962,5573815.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1963,5694247.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1964,5789228.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1965,5856472.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1966,5918002.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1967,5991785.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1968,6067714.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1969,6136387.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1970,6180882.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1971,6213405.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1972,6260956.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1973,6307348.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1974,6341406.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1975,6338632.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1976,6302505.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1977,6281175.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1978,6281737.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1979,6294364.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1980,6319409.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1981,6354073.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1982,6391309.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1983,6418774.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1984,6441865.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1985,6470366.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1986,6504125.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1987,6545107.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1988,6593387.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1989,6646912.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1990,6712273.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1991,6799979.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1992,6875364.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1993,6938265.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1994,6993795.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1995,7040687.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1996,7071851.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1997,7088906.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1998,7110002.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,1999,7143991.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2000,7184250.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2001,7226647.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2002,7284754.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2003,7339002.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2004,7389626.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2005,7437116.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2006,7483935.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2007,7551117.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2008,7647676.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2009,7743832.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2010,7824910.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2011,7912396.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2012,7996861.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2013,8089346.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2014,8188646.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2015,8282398.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2016,8373334.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2017,8451834.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2018,8514327.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2019,8575280.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2020,8638169.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CHE,POP,PS,_T,_T,H,2021,8704542.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1950,7554102.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1951,7632801.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1952,7743746.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1953,7836110.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1954,7893412.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1955,7965538.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1956,8031013.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1957,8096218.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1958,8173129.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1959,8258162.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1960,8327405.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1961,8398050.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1962,8448233.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1963,8479625.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1964,8510429.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1965,8550333.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1966,8613651.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1967,8716441.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1968,8740765.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1969,8772764.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1970,8792806.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1971,8831036.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1972,8888628.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1973,8929086.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1974,8962023.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1975,9046542.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1976,9167190.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1977,9308479.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1978,9429959.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1979,9548258.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1980,9642505.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1981,9729350.0,A,0,0
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,GRC,POP,PS,_T,_T,H,1982,9789513.0,A,0,0
