STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,FREQ,,MEASURE,,UNIT_MEASURE,,TRANSPORT_MODE,,VEHICLE_TYPE,,INFRASTRUCTURE_TYPE,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,UNIT_MULT,,DECIMALS,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1986,,1632,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1987,,1573,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1988,,1706,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1989,,2162,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1990,,2432,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1991,,2120,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1992,,2101,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1993,,1678,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1994,,1562,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1995,,1589,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1996,,1370,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1997,,1391,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1998,,1371,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1999,,1306,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2000,,1200,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2001,,1239,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2002,,1429,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2003,,1326,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2004,,1296,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2005,,1278,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2006,,1303,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2007,,1232,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2008,,996,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2009,,822,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2010,,740,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2011,,638,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2012,,605,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2013,,591,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2014,,626,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2015,,644,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2016,,607,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2017,,625,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2018,,633,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2019,,602,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2020,,460,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2021,,544,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2022,,537,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2023,,472,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,HUN,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2024,,497,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1970,,21,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1971,,24,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1972,,23,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1973,,25,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1974,,20,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1975,,33,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1976,,19,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1977,,37,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1978,,27,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1979,,27,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1980,,25,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1981,,24,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1982,,24,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1983,,18,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1984,,27,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1985,,24,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1986,,24,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1987,,24,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1988,,29,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1989,,28,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1990,,24,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1991,,27,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1992,,21,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1993,,17,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1994,,12,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1995,,24,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1996,,10,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1997,,15,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1998,,27,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1999,,21,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2000,,32,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2001,,24,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2002,,29,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2003,,23,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2004,,23,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2005,,19,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2006,,31,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2007,,15,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2008,,12,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2009,,17,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2010,,8,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2011,,12,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2012,,9,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2013,,15,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2014,,4,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2015,,16,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2016,,18,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2017,,16,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2018,,18,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2019,,6,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2020,,8,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2021,,9,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,ISL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2022,,9,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1970,,540,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1971,,576,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1972,,640,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1973,,592,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1974,,594,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1975,,586,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1976,,525,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1977,,583,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1978,,628,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1979,,614,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1980,,564,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1981,,572,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1982,,533,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1983,,535,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1984,,465,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1985,,410,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1986,,387,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1987,,462,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1988,,463,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1989,,460,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1990,,478,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1991,,445,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1992,,415,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1993,,431,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1994,,404,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1995,,437,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1996,,453,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1997,,472,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1998,,458,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,1999,,413,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2000,,415,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2001,,411,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2002,,376,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2003,,335,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2004,,374,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2005,,396,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2006,,365,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2007,,338,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2008,,279,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2009,,238,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2010,,212,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2011,,186,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2012,,163,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2013,,188,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2014,,192,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2015,,162,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2016,,182,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2017,,155,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2018,,136,,A,,0,,1,
DATAFLOW,OECD.ITF:DSD_TRENDS@DF_TRENDSSAFETY(1.0),,I,IRL,,A,,FATALITIES,,PS,,ROAD,,_T,,_T,,2019,,140,,A,,0,,1,
